date_q,excess_ret,midcap_qret,nifty_qret,rain_anom,cpi_yoy,gdp_yoy,repo_chg_bps,ret_prev_q,rain_anom_lag,cpi_yoy_lag,gdp_yoy_lag,repo_chg_lag,excess_next_q,rain_repo_int
2022-09-30,0.0760865232566379,0.1593615030573381,0.0832749798007002,-8.141666666666667,7.040022124446892,5.95823759743439,100.0,-0.1091040438093378,-6.3500000000000005,7.281714750617444,13.490759400548937,90.00000000000003,-0.0317234921517148,-571.5000000000002
2022-12-31,-0.0317234921517148,0.0274159311080171,0.0591394232597319,-8.141666666666667,6.120733549946393,4.844051139061567,34.999999999999964,0.1593615030573381,-8.141666666666667,7.040022124446892,5.95823759743439,100.0,-0.0055999997614507,-814.1666666666667
2023-03-31,-0.0055999997614507,-0.04677854968882,-0.0411785499273692,-8.141666666666667,6.208194495065059,6.896954042595782,25.0,0.0274159311080171,-8.141666666666667,6.120733549946393,4.844051139061567,34.999999999999964,0.0850409533976972,-284.9583333333331
2023-06-30,0.0850409533976972,0.1904168948715088,0.1053759414738115,-8.141666666666667,4.6265674932592775,9.65994419429732,0.0,-0.04677854968882,-8.141666666666667,6.208194495065059,6.896954042595782,25.0,0.1103537522789719,-203.54166666666669
2023-09-30,0.1103537522789719,0.1337655418151917,0.0234117895362198,5.26666666666667,6.428907125563477,9.34288446635254,0.0,0.1904168948715088,-8.141666666666667,4.6265674932592775,9.65994419429732,0.0,0.0326629103680669,-0.0
2023-12-31,0.0326629103680669,0.1392454557004023,0.1065825453323354,5.26666666666667,5.37031126433154,9.51455476473948,0.0,0.1337655418151917,5.26666666666667,6.428907125563477,9.34288446635254,0.0,0.013611381324504,0.0
2024-03-31,0.013611381324504,0.0410141257404184,0.0274027444159143,5.26666666666667,5.014307005632383,8.354640517680622,0.0,0.1392454557004023,5.26666666666667,5.37031126433154,9.51455476473948,0.0,0.0839445330934964,0.0
2024-06-30,0.0839445330934964,0.1593558082817221,0.0754112751882256,5.26666666666667,4.904469177984187,6.51179994954767,0.0,0.0410141257404184,5.26666666666667,5.014307005632383,8.354640517680622,0.0,0.0042682250598247,0.0
2024-09-30,0.0042682250598247,0.0792455267515774,0.0749773016917527,-2.399999999999999,4.244828638650573,5.612025126063402,0.0,0.1593558082817221,5.26666666666667,4.904469177984187,6.51179994954767,0.0,0.0348068613851637,0.0
2024-12-31,0.0348068613851637,-0.0491132729769359,-0.0839201343620996,-2.399999999999999,5.6348903908089625,6.366485630027352,0.0,0.0792455267515774,-2.399999999999999,4.244828638650573,5.612025126063402,0.0,-0.0913246934601962,-0.0
